avg_login_hour,failed_logins_per_day,files_accessed_diff,sensitive_file_accesses,vpn_use_ratio,privileged_cmds_count,avg_session_minutes,unusual_location_flag,insider_threat
14.490142459033699,0,8.105386748530199,0,0.37401806296362206,1,47.17222716083642,0,0
12.585207096486446,0,6.33669374383247,0,0.30236733395400656,0,21.46904052117513,0,0
14.943065614302078,0,10.57693308333026,0,0.09475942530772673,0,60.59350028743934,0,0
17.569089569224076,0,7.9465369603000635,0,0.4956365040135205,0,47.49278687895697,0,0
12.297539875829992,2,10.155221217945385,0,0.34285434964467326,0,24.962024986517285,0,0
12.297589129152458,1,0.0,1,0.5254171748804622,0,52.194458502871555,0,0
17.737638446522176,0,5.290028363420697,1,0.29643331451476884,0,83.70355003927612,0,0
15.302304187458727,0,4.028202497143345,0,0.15049657669911554,0,29.082518283326642,0,0
11.591576842195144,0,4.625060809057355,0,0.3050993507735498,0,60.152571451950884,0,0
14.627680130757895,1,2.585121739687582,0,0.3034175371012581,0,53.35869321247017,0,0
11.609746921562614,0,6.188598201152539,0,0.17667660620005357,0,53.06597486103573,0,0
11.602810739289229,0,0.0,0,0.1957719969363305,0,63.00518046441131,0,0
13.725886814698102,0,6.210310588613872,0,0.24238820297591845,0,39.45997633992277,0,0
7.260159266026607,0,2.6848663394583787,0,0.5242593831582256,0,48.046703196545344,0,1
7.825246502460901,0,3.4988417296386976,0,0.05100566077914025,0,46.96518030136387,0,0
11.313137412277083,0,6.3155053086972135,1,0.21626978693301843,0,27.885368227142504,0,0
9.961506638996728,2,5.236333183599,0,0.5259764006103478,0,54.17594998546679,0,0
13.942741997785822,1,8.16176273421936,0,0.0935055489057235,0,37.75116357818815,0,0
10.275927773436367,0,2.091489482462032,0,0.7948058166470459,1,81.60436819881082,0,0
8.763088895994127,0,4.757883043348618,0,0.40165533294293754,0,34.8428083625863,0,0
17.39694630676466,2,7.666319351033453,0,0.12138555264611711,0,18.593838477435423,0,0
12.322671098540393,0,6.083599231254196,0,0.298310633967815,1,67.40832463362506,0,0
13.202584614063772,1,6.2767827603883894,0,0.16495307853042324,0,30.115078777204566,0,0
8.72575544135963,1,8.324128575149702,0,0.1529382085576855,0,20.7341608789216,1,1
11.366851826424451,0,3.781272653391416,0,0.3111916175626455,0,52.750559164842905,0,0
13.332767769129598,0,3.149507368633187,0,0.03991240877186907,0,71.64988719901388,0,1
9.547019267733091,1,6.727713310797008,1,0.053659207864530406,0,59.74695520116143,0,0
14.127094055037016,1,4.551705541966732,0,0.3182142680979291,0,33.56506221163836,0,0
11.198083930243586,1,8.366610703093146,1,0.18075797370012864,0,47.57117842738773,0,0
12.12491875062017,1,6.109320311345169,0,0.3640557086995937,0,39.25256720604405,0,0
11.19488016331181,0,3.1299479591292148,0,0.2608799119347449,0,78.21709823208259,0,0
18.556834553526812,0,6.015152080433426,1,0.15596353991453946,0,36.25387547624416,0,0
12.959508325786198,1,2.2919010073323998,1,0.3785193435272143,0,46.97996115249594,0,0
9.8268672131323,0,7.840785405071169,0,0.302337746371279,0,48.38496523485326,0,0
15.467634736309567,0,0.8085430803555447,0,0.7672429890629722,0,21.79565885934419,0,0
9.337469050086934,0,8.666195822588556,0,0.1855467360743156,0,41.141656549398895,0,0
13.626590785014265,1,5.962629533553732,0,0.09630752226362548,0,41.467965622681135,0,0
7.1209896283606735,1,4.506317091131978,1,0.47600430235916774,0,72.53675245637724,0,0
9.015441853304708,0,7.290002452801629,0,0.22894135696305834,0,48.90280099517986,0,0
13.59058370760737,0,6.533979932487065,0,0.11151994216391814,0,37.433551040178116,0,0
15.215399739986232,0,8.991145056974181,0,0.3119859888731634,0,42.097628733277276,0,0
13.514104843569912,0,8.9631852150604,0,0.2916090381621074,1,43.66081332197149,1,0
12.653055152835279,1,6.056871332498859,0,0.2536866590296014,0,44.22172510180048,0,0
12.096688913232134,1,2.3846879358752684,0,0.3623798560294576,0,63.548595383832094,0,0
8.564434028897718,0,3.3754729986612766,0,0.18466532912825498,0,64.57412259309588,0,0
10.840467374815875,1,4.785059342565055,0,0.46444320597423794,0,25.185944821331024,0,0
11.618083687120638,0,8.245165083185281,0,0.3356162648369526,0,66.35919349068182,0,0
16.171366678656746,0,3.630840615987574,1,0.10443655618211217,0,60.0269492230026,0,1
14.030854868705385,0,3.8811784387095907,0,0.37069153050063336,0,43.94549831530038,0,0
7.710879533911799,1,10.54505188780228,0,0.20592513278660787,0,15.5207163924781,0,0
13.972251908184385,2,4.68710446586682,0,0.7739604557651556,0,49.252849646536504,0,0
11.84475315875105,1,3.0958043292001842,0,0.176459068556819,0,37.92115034946056,0,0
10.969233999082125,1,7.329938085182443,0,0.1086120056800174,0,56.0976461019137,0,0
14.835028866522604,1,4.831597151121246,0,0.16134039078289278,0,57.93206795007529,0,0
16.092998567487854,0,0.8312025096993043,0,0.22389435589428225,1,71.3815125611844,0,0
15.793840357348596,1,8.12274224842212,0,0.2274442729895193,0,23.7762460551834,0,0
10.482347430332084,0,2.758882037902176,0,0.3604458420110737,0,87.76734483957102,0,0
12.072362872446357,0,5.130756795168728,0,0.06801129144977802,0,62.90574653801191,0,0
13.993790294210692,1,4.79558265863793,0,0.1308637344236113,0,59.28501691797801,0,0
15.926635381367078,3,5.690303520409589,0,0.26916728385670613,0,83.32817624797156,0,0
11.56247728646413,0,0.0,0,0.09062321295448135,0,51.35675263949393,0,0
12.443023070008548,0,3.9947015636022964,1,0.38581110782029926,0,65.67294355357473,0,0
9.680995077981915,1,8.374511180347106,0,0.13462023686311153,0,48.395427996685434,0,1
9.411380127757987,0,8.796336559674963,0,0.18176079944126686,0,61.81637811351422,0,0
15.437577467182594,0,2.026128855079037,0,0.08671500456148368,0,68.23213880933625,0,0
17.06872008571247,1,7.761794728135447,1,0.0797779791639122,0,66.17856128234803,0,0
12.783969635258998,0,2.715710736723248,0,0.4667113550674009,0,14.760294188635186,0,0
16.010598693676073,0,3.87640322183815,0,0.23462617796568244,0,36.723647278916076,0,0
14.084908075142902,0,4.034046900622245,0,0.1509094262690012,0,68.43604340835358,0,0
11.064640736184627,0,5.326411129116225,1,0.4011850064190916,0,54.962724532802525,0,0
14.084186816525241,0,8.004099368872588,0,0.7362058914355981,0,44.011419195850344,0,0
17.614109699397908,0,5.793753608087333,0,0.2184471772023477,0,55.15300197101446,0,0
12.892521882670145,1,4.621604719028466,0,0.4699267489150663,0,22.926104596914257,0,0
17.693930967442018,2,7.901933699114647,0,0.43491550786413563,0,60.72957037921595,0,0
5.140764687730767,1,2.592015829298856,0,0.2994639079970963,0,52.42918107902032,0,0
15.465707513125672,1,4.768347669596151,1,0.2397061180698788,0,46.70499952585694,0,0
13.261141204714514,1,7.987343685132586,0,0.664582651962105,0,41.42176315759478,0,0
12.102977948602398,0,6.587918635371719,1,0.10000139427788506,0,49.62116106463966,0,0
13.275282329606506,0,3.601088067665262,0,0.5260871285486125,0,39.51453719451395,0,0
7.037293256197321,1,0.46112970019919786,0,0.21646972025506492,0,38.522355182378845,0,1
12.340984336487464,0,5.932574572384434,1,0.18390930986555948,0,80.77732988568135,0,1
14.07133771453524,1,0.263974394291032,1,0.0835751494984771,0,13.269447126847137,0,0
17.433682134224547,1,4.3624959059265045,0,0.2127651940364753,0,13.680624073063402,0,0
11.445189345179058,1,8.536845197710003,0,0.0917366575984314,1,60.63036305427408,0,0
10.574519191320437,0,6.790275938905548,0,0.469934473588362,1,20.60528787347304,0,1
11.49472886924639,0,0.0,0,0.2593427798090144,0,4.929391611756806,0,0
15.746206353106222,0,5.601354513020951,0,0.3792374326992001,0,65.28533975939816,0,0
13.986253328979053,0,4.042490256192217,1,0.21929833016933348,1,70.20138792340353,0,1
11.410719388698883,0,1.1788477978236518,0,0.3586589879571438,0,18.8392844527839,0,0
14.539802299340067,1,6.005063887406307,0,0.14634003085063454,0,9.093435538975484,0,0
13.29123264804412,0,3.5247864536278186,0,0.1871429434457787,0,20.62447533621636,0,0
15.905934971598668,0,3.543397884081507,0,0.12724351227413871,0,31.001811764652,0,0
10.893840718367944,0,5.372135355280161,0,0.387302669046323,0,83.2782569274731,0,0
12.017013560206696,0,3.1223464072955465,0,0.16820390373403707,1,36.405058274243075,0,0
11.823675540603528,0,5.28720750159969,0,0.3822011844735794,0,61.6371540722719,0,0
8.609455155603644,0,3.2200253311101976,0,0.020898411833256237,0,59.43534511722311,0,0
13.888360831193728,0,3.384615618132374,0,0.5557597705778299,0,71.44842364207682,0,0
13.783165816539668,0,7.978789307886585,0,0.22394140970592283,0,32.48038494939557,0,1
13.015340369927383,0,8.28401490914083,0,0.37254415581886124,0,44.79611744302186,0,0
12.29623859987456,0,0.0,0,0.02098405465462142,0,40.616015584509164,0,0
8.753887773848756,0,7.2412185315396576,0,0.05059258945790459,0,55.75991298137668,0,0
11.738064031703923,1,9.195773013878316,0,0.7945363708814471,0,69.31767898516173,0,0
11.971856450419692,1,9.672130452210729,0,0.1781725144165805,1,88.56832416075747,0,1
10.593168192335144,1,6.561139177655356,0,0.5310129530485904,1,37.18742714466652,0,0
12.516142865001973,0,1.8278064267683076,0,0.13730371527256038,0,47.8276135260265,0,0
14.212152570443616,1,6.889942521042604,0,0.2753409346090931,0,62.33435990419103,0,0
18.65855770363159,0,2.39224293435225,0,0.25466498110495867,0,57.23537013897153,0,0
13.523733438495517,2,3.9711045015300375,0,0.14270700421211402,0,79.30176390665048,0,0
13.772651172168294,0,6.1492464711344565,0,0.2393693720523304,0,42.84277942147287,0,0
12.776662252701499,0,2.5857219601437826,1,0.09904749567239608,0,37.05124182239352,0,0
7.243686354102875,0,1.560799079846647,0,0.5961039827723912,0,72.52592155625598,0,0
12.92045837365235,1,6.39731995547247,0,0.27384519417917336,0,51.061008472402996,0,0
13.18069062982308,0,10.601672612936945,1,0.23943843079795413,0,55.80481088168414,0,0
20.38972633745586,0,8.72970299143839,0,0.09592199406868976,0,43.546344935914306,0,0
12.422917105656632,0,7.121558555150285,1,0.31208395624414015,0,63.54194957782273,0,0
13.904642027000838,0,7.937556306769199,0,0.09131534061322015,0,27.69846154731765,0,1
12.89586469088427,2,6.913158491545749,0,0.09817901122297269,0,35.83452169203788,0,0
